Number,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24hr), 1h, 24h, 7d
567,Project Decorum,PDC,4707565.0,0.0941513,50000000.0,10105.1,-0.93,15.32,1.39
568,TeslaCoin,TES,4696299.91278,0.0631513,74365846.9862,11751.4,-1.61,-0.82,14.13
569,ProCurrency,PROC,4693978.35124,0.0484514,96880138.68,63830.1,1.49,0.07,-36.21
570,Anoncoin,ANC,4672832.42119,2.21428,2110316.862,2696.72,-0.99,14.76,18.21
571,TrustPlus,TRUST,4666481.89559,0.145434,32086595.2637,15257.8,-1.03,13.43,9.15
572,Indorse Token,IND,4623532.81046,0.0994133,46508191.6651,109260.0,-0.64,4.45,-12.33
573,IncaKoin,NKA,4612792.15073,0.000350449,13162520511.5,1457.53,-0.92,-4.37,-25.43
574,Privatix,PRIX,4577551.12485,3.87053,1182667.7806,4630.87,-0.78,-6.34,-7.27
575,Sexcoin,SXC,4561374.87816,0.0361991,126007963.683,11735.2,-1.05,13.44,4.69
576,Monkey Project,MONK,4545729.96672,10.1892,446132.175904,49339.1,-0.96,12.81,-6.89
577,VIVO,VIVO,4529346.757,3.80471,1190457.81597,104804.0,2.23,9.23,0.02
578,Regalcoin,REC,4506044.86601,0.352062,12799009.4529,25327.7,-1.21,20.92,-58.58
579,Terracoin,TRC,4498769.54244,0.202437,22223059.7294,14168.4,-3.21,9.34,-17.69
580,Greencoin,GRE,4451853.70073,0.00117707,3782148640.89,5757.51,-6.60,110.08,33.75
581,Startcoin,START,4421862.58671,0.0980897,45079785.0,69626.6,-0.82,19.15,-5.69
582,Goodomy,GOOD,4382693.58,0.0095828,457350000.0,1287.96,0.06,6.01,2.76
583,Condensate,RAIN,4364362.6694,0.0328303,132937032.845,9810.88,1.91,17.48,26.05
584,WandX,WAND,4301621.74007,0.351321,12244134.9651,8860.2,-0.56,11.30,-19.95
585,e-Gulden,EFL,4278767.58202,0.261819,16342464.0,151472.0,0.21,29.21,21.55
586,Altcoin,ALT,4202875.65346,34.1211,123175.268484,2843.66,-6.74,2.13,-14.89
587,HunterCoin,HUC,4180473.29258,0.196274,21299170.0,39208.1,-2.62,4.51,1.10
588,EverGreenCoin,EGC,4155260.00083,0.311926,13321300.5675,14469.2,-1.92,8.83,4.16
589,DraftCoin,DFT,4154545.80064,1.48579,2796186.40632,138159.0,-0.07,24.97,-1.61
590,ParkByte,PKB,4093627.78491,0.859279,4764026.33477,56415.3,-1.98,8.19,12.81
591,FORCE,FOR,4073378.13031,0.0364038,111894311.317,4371.24,-1.00,21.67,0.23
592,Zero,ZER,4034080.0189,1.57657,2558770.0,16489.2,-1.63,16.87,-11.74
593,HEROcoin,PLAY,4029888.28131,0.0347801,115867645.042,2826.1,-15.80,-29.82,-53.29
594,IntenseCoin,ITNS,3915623.75899,0.0109006,359211764.397,13187.5,-11.06,-18.13,-40.91
595,Pure,PURE,3900778.26557,1.19545,3263020.842,16392.5,2.22,-0.28,1.50
596,Magi,XMG,3886526.60585,0.501254,7753607.16493,48563.4,-1.03,15.56,0.60
597,Embers,MBRS,3879595.0,0.0775919,50000000.0,8929.31,-1.03,17.50,10.24
598,Global Jobcoin,GJC,3785501.02419,0.28145,13449994.7564,56315.6,-0.09,-49.71,-9.61
599,Zephyr,ZEPH,3668718.39976,0.029119,125990535.381,4016.92,-5.74,8.64,-10.37
600,CampusCoin,CMPCO,3666567.0273,0.0107389,341428547.365,400697.0,3.53,24.21,50.14
601,Zeitcoin,ZEIT,3584015.9604,9.69408e-05,36971182003.9,5036.94,-1.95,-38.00,-24.90
602,Yocoin,YOC,3543243.70824,0.0320485,110558800.201,20623.1,3.19,12.81,-8.41
603,eBoost,EBST,3530808.0,0.294234,12000000.0,119698.0,-3.01,4.21,11.65
604,BlueCoin,BLU,3436412.98411,0.00597966,574683675.01,2759.98,-0.71,0.89,-0.57
605,Ellaism,ELLA,3431271.32068,0.733684,,29596.0,-4.97,8.20,-7.73
606,FirstCoin,FRST,3400703.37204,1.81862,1869936.2,865092.0,-1.63,-10.17,-18.81
607,Oceanlab,OCL,3387204.15,0.0728431,46500000.0,12630.2,-4.87,19.43,27.29
608,DigitalPrice,DP,3309671.64271,0.179894,18397899.0,19187.3,-1.82,28.00,5.54
609,MarteXcoin,MXT,3301581.41056,1.14702,2878399.16528,5032.15,0.23,-6.11,-37.19
610,CryptoPing,PING,3273112.69494,0.328887,9952089.0,2289.97,-1.06,1.84,-35.01
611,LendConnect,LCT,3230588.4421,1.49491,2161058.821,434068.0,-5.17,48.08,-66.73
612,ELTCOIN,ELTCOIN,3226086.0,0.0358454,90000000.0,3987.82,-0.73,6.85,13.51
613,FundYourselfNow,FYN,3209353.5,3.77571,850000.0,9467.9,-0.56,21.92,-4.06
614,Footy Cash,XFT,3202202.81918,0.698916,4581670.5,4032.69,-4.73,9.73,-6.55
615,Primalbase Token,PBT,3177460.0,3177.46,1000.0,725725.0,-1.28,5.55,22.97
616,Quark,QRK,3162636.43666,0.0124347,254339584.925,6768.25,0.37,11.16,-8.98
617,Carboncoin,CARBON,3121670.17103,0.000202811,15392016069.3,908.531,-12.71,-14.55,14.99
618,Version,V,3113317.56997,0.00648427,480133857.778,634.48,-0.97,13.11,2.26
619,Unitus,UIS,3000171.74652,0.0641256,46785866.2768,6362.54,6.48,17.75,21.09
620,ArcticCoin,ARC,2998929.29506,0.121724,24637124.1091,36944.6,-2.68,10.59,41.59
621,42-coin,42,2990943.93767,71213.0,41.99997104,5076.87,-1.00,16.36,2.75
622,LiteDoge,LDOGE,2976424.10904,0.000199213,14940913038.0,14370.9,-1.09,6.59,16.16
623,Adzcoin,ADZ,2935271.12978,0.0674933,43489814.9858,4998.34,-1.96,8.87,-12.93
624,EquiTrader,EQT,2844516.49855,0.279573,10174503.6128,9535.52,3.67,2.72,4.77
625,SmileyCoin,SMLY,2834755.459,0.000109196,25960250000.0,4309.18,-0.49,0.36,-25.40
626,Ergo,EFYT,2820921.379,7.10023,397300.0,795.669,0.56,-0.38,-10.54
627,OP Coin,OPC,2779251.93934,0.0443929,62605775.6835,62615.8,-4.97,7.00,-19.43
628,bitJob,STU,2750955.6733,0.0572591,48043990.7945,128989.0,-0.14,-1.52,-6.03
629,HomeBlockCoin,HBC,2696970.0,0.539394,5000000.0,293263.0,9.29,-43.43,-70.32
630,Cream,CRM,2496733.36564,0.0554407,45034304.5027,295060.0,-3.82,15.88,6.24
631,InflationCoin,IFLT,2423546.83977,6.50141e-05,37277249700.7,1195.61,-2.54,2.32,-6.83
632,Jetcoin,JET,2421561.25631,0.354874,6823721.25404,19472.6,13.71,43.17,23.31
633,Canada eCoin,CDN,2379209.06117,0.0244233,97415544.2208,2504.51,-0.95,10.39,31.91
634,NEVERDIE,NDC,2364560.49846,0.0576663,41004200.0,611.661,-0.56,10.40,-22.79
635,Commodity Ad ...,CDX,2304321.915,0.0707933,32550000.0,3430.24,25.50,-28.53,-18.14
636,Moin,MOIN,2304075.45435,0.310746,7414658.44886,8525.9,-1.25,-0.99,-3.51
637,NobleCoin,NOBL,2262030.56209,0.000974284,2321736333.65,3405.79,-9.24,2.14,-37.16
638,Dinastycoin,DCY,2236932.48497,0.00150692,1484440106.29,3204.8,-1.00,-0.28,7.76
639,Linx,LINX,2216042.86646,0.130129,17029585.0,14190.2,-0.37,17.40,3.93
640,TheGCCcoin,GCC,2210009.82448,0.00380856,580274388.346,2794.27,-0.99,-31.55,-40.18
641,UnbreakableCoin,UNB,2187481.90815,0.960201,2278150.0,339718.0,-1.38,14.98,4.61
642,Fastcoin,FST,2181990.9943,0.0139057,156913423.582,2794.96,0.25,15.85,25.49
643,Qbic,QBIC,2162850.18316,10.4622,206729.959584,184608.0,12.64,5.79,-9.64
644,ERC20,ERC20,2136577.30564,0.00135678,1574741156.0,3062.62,-0.94,32.20,-54.91
645,Kubera Coin,KBR,2129692.11725,0.0186124,114423294.0,324071.0,-4.95,17.58,14.37
646,PopularCoin,POP,2106084.76145,0.000616976,3413560270.49,2855.76,-0.95,29.36,25.85
647,WorldCoin,WDC,2073698.00538,0.0175888,117898776.8,2966.06,5.02,15.57,3.50
648,Unify,UNIFY,2050518.24309,0.114917,17843471.75,14247.6,2.77,5.56,0.71
649,Copico,XCPO,2017305.674,0.12811,15746668.2851,26293.8,-6.71,7.58,33.89
650,Bata,BTA,2012983.72674,0.402739,4998233.91015,8029.47,-2.02,10.60,5.25
651,MAZA,MZC,1962942.22058,0.00186,1055345279.88,7981.5,3.95,9.57,6.23
652,Bytecent,BYC,1951989.99299,0.98075,1990303.33213,10453.2,-1.00,14.80,10.93
653,HitCoin,HTC,1947920.77701,0.000177143,10996318099.0,23756.5,-0.99,41.72,2.56
654,InsaneCoin,INSN,1905819.02631,0.10363,18390611.0809,1627.55,-1.04,-7.36,7.53
655,Bitradio,BRO,1896868.23409,0.310682,6105497.69247,2864.61,-1.05,18.59,6.51
656,Photon,PHO,1896472.03911,8.85713e-05,21411812168.4,15666.3,-30.70,-22.39,-55.84
657,Elementrem,ELE,1863806.55148,0.0717427,25979041.0937,2634.72,-1.00,0.14,-7.17
658,FujiCoin,FJC,1857048.72254,0.00142599,1302287339.0,3039.57,-6.23,10.13,-8.62
659,Royal Kingdom...,RKC,1850472.0,0.68536,2700000.0,56975.0,-4.98,6.12,-11.87
660,Skeincoin,SKC,1847068.45569,0.139145,13274414.86,8625.24,-0.99,12.63,4.92
661,Bitcoin Scrypt,BTCS,1842474.9308,0.110537,16668400.0,4269.01,8.65,33.00,24.32
662,Ultimate Secu...,USC,1831289.53006,0.177054,10343113.0054,872.413,45.86,,
663,Influxcoin,INFX,1829526.83771,1.09331,1673383.42987,46415.9,-0.79,11.78,13.36
664,CarTaxi Token,CTX,1824103.76839,0.0301033,60594810.8145,1657.04,-0.58,3.06,11.33
665,FuckToken,FUCK,1823691.66867,0.0354853,51392877.2948,12201.5,-0.56,-0.92,-36.43
666,FlutterCoin,FLT,1816878.84307,0.00416285,436450711.189,1523.62,-2.48,-9.73,-2.16
667,Etheriya,RIYA,1807658.30238,1.14298,1581531.0,1804.0,-1.03,10.47,-20.43
668,LeviarCoin,XLC,1801733.29887,0.169437,10633647.3077,3534.19,-1.20,6.82,-15.26
669,Miners' Rewar...,MRT,1800780.0,0.180078,,55327.8,1.40,13.60,37.64
670,PiplCoin,PIPL,1795862.28894,0.0215217,83444258.0716,712.79,-1.00,7.91,-15.31
671,eBitcoinCash,EBCH,1792073.6435,0.192997,9285500.0,647.376,-1.00,62.83,42.63
672,SkinCoin,SKIN,1785345.16012,0.0202458,88183483.0,29295.2,-0.99,6.26,-12.96
673,CryptoCarbon,CCRB,1772435.19138,0.49758,3562111.0,43660.0,-0.85,33.04,7.27
674,Legends Room,LGD,1759212.0,0.879606,2000000.0,28585.1,-1.02,15.83,5.69
675,Zennies,ZENI,1748920.43012,0.0017475,1000812835.55,67266.9,-1.01,12.62,18.72
676,Cryptonite,XCN,1732499.22029,0.00442856,391210510.93,3423.88,2.42,21.26,8.79
677,CoinonatX,XCXT,1726879.039,0.0949087,18195160.6018,47544.9,5.80,65.57,77.89
678,KekCoin,KEK,1699984.57543,0.161465,10528502.0,752.755,-1.00,9.50,-15.56
679,Suretly,SUR,1691238.41603,7.63646,221468.902611,47928.4,-1.23,1.69,79.72
680,Growers Inter...,GRWI,1676410.39651,1.42629,1175364.3344,3755.75,-1.03,19.40,-9.93
681,NetCoin,NET,1673203.12201,0.00212571,787126711.552,4289.71,0.19,28.11,24.52
682,Abjcoin,ABJ,1625117.60601,0.196622,8265187.03915,1465.42,-1.00,-21.45,16.60
683,LanaCoin,LANA,1612589.55152,0.00185537,869147152.063,4010.61,-0.99,4.26,16.10
684,Authorship,ATS,1610872.0,0.0201359,80000000.0,4255.83,-0.09,9.47,-7.70
685,Ethereum Cash,ECASH,1598531.1,0.113371,14100000.0,14133.9,-0.98,11.29,67.64
686,SmartCoin,SMC,1594192.73477,0.0666904,23904381.0619,21677.0,-0.87,12.00,10.59
687,Soma,SCT,1517184.33736,0.376483,4029888.03574,6161.31,0.21,19.80,-26.12
688,Ethereum Gold,ETG,1483188.0,0.123599,12000000.0,23180.7,-0.89,20.21,-6.99
689,Scorecoin,SCORE,1481326.48125,0.0354915,41737500.0,2503.69,-1.04,13.49,-25.51
690,BitTokens,BXT,1479623.40321,2.56517,576813.0,6232.51,-1.09,12.88,26.72
691,Zetacoin,ZET,1457783.0117,0.00870152,167531995.755,1546.12,0.29,12.70,-5.43
692,Ace,ACE,1455812.19685,0.379902,3832073.0,408514.0,-2.72,6.75,-8.90
693,Guncoin,GUN,1445829.39913,0.00717427,201529828.0,5988.81,-4.21,22.88,62.10
694,I0Coin,I0C,1425812.76894,0.0679342,20988143.9531,1195.84,-1.00,21.88,28.07
695,Monster Byte,MBI,1400290.89917,0.083238,16822736.0,6148.95,-0.85,-7.20,-11.30
696,KiloCoin,KLC,1395868.98291,0.00711097,196297971.01,53833.3,-10.26,-77.57,-84.34
697,Cryptojacks,CJ,1389671.73797,0.00341805,406568580.908,17066.6,0.06,13.81,-15.53
698,Halcyon,HAL,1343559.55436,0.243571,5516089.98758,26382.2,-3.79,15.59,13.23
699,Kolion,KLN,1338054.0,2.23009,600000.0,65680.7,0.10,9.32,-8.38
700,CryptoInsight,TKR,1333929.38985,0.106461,12529746.9482,9786.86,-0.56,48.44,62.25
701,TittieCoin,TTC,1329786.63874,0.00105554,1259816434.0,7267.81,-6.42,1.86,-6.39
702,Megacoin,MEC,1328619.92858,0.0361118,36791849.9931,3030.02,-1.03,-1.43,-16.21
703,BlazeCoin,BLZ,1293616.53694,0.00212571,608557393.5,6550.61,3.95,27.62,
704,Machinecoin,MAC,1282220.5445,0.062797,20418500.0,2301.37,-1.46,12.86,10.53
705,Digitalcoin,DGC,1270587.1612,0.0452648,28070093.344,3704.25,-1.05,10.47,-11.35
706,Desire,DSR,1255568.6163,1.2399,1012637.0,19161.3,-0.88,2.28,-7.14
707,BlakeStar,BLAS,1225391.99008,0.00432587,283270646.153,8896.37,-0.26,8.92,-12.73
708,Billionaire T...,XBL,1182713.05832,0.361877,3268273.6353,9150.47,-0.86,41.52,57.76
709,Kobocoin,KOBO,1181921.67185,0.0478506,24700247.6845,826.807,-2.42,21.10,-20.32
710,Capricoin,CPC,1178490.71868,0.592193,1990045.0,146415.0,0.96,13.82,31.17
711,DROXNE,DRXNE,1178422.73937,0.0176257,66858209.2834,4912.2,-1.03,6.09,-8.08
712,Piggycoin,PIGGY,1169218.75115,0.00238976,489261997.504,2076.66,0.34,13.55,1.42
713,Fantomcoin,FCN,1162221.27464,0.168285,6906267.7876,611.421,4.51,11.42,7.89
714,CryptoForecast,CFT,1157369.2,0.0251602,46000000.0,1416.4,-7.52,8.93,-33.11
715,Eternity,ENT,1146926.03484,0.277405,4134482.20054,2963.21,1.85,3.92,32.37
716,TOKYO,TOKC,1139976.95281,0.00970801,117426429.599,124603.0,-0.73,25.87,81.06
717,DFSCoin,DFS,1129408.06752,0.0667513,16919641.5279,22974.7,1.54,4.12,-9.92
718,PetroDollar,XPD,1125321.73889,0.017585,,5572.63,1.23,0.75,15.35
719,Aricoin,ARI,1118091.33865,0.00797142,140262505.131,5185.85,-1.03,3.07,80.96
720,Centurion,CNT,1110953.22432,0.0150377,73877868.578,779.454,-1.68,-22.45,-56.44
721,TrumpCoin,TRUMP,1109945.43543,0.169429,6551094.76792,15879.1,10.31,41.07,3.63
722,PureVidz,VIDZ,1104790.96666,0.00881859,125279774.506,26310.9,-5.77,54.15,32.12
723,Octanox,OTX,1091638.12843,0.128428,8500001.0,9999.52,-1.00,21.48,14.26
724,Triangles,TRI,1027066.69636,9.80413,104758.575861,803.691,-1.00,-8.57,4.67
725,PlatinumBAR,XPTX,1014727.99093,1.82302,556619.231238,1594.8,-0.99,26.78,35.96
726,Titcoin,TIT,1005069.54699,0.0201424,49898202.15,13373.4,-1.02,38.58,40.05
727,GanjaCoin,MRJA,995244.621525,0.223554,4451920.43768,7838.72,-1.00,21.64,
728,QubitCoin,Q2C,990121.600183,0.00398571,248417872.897,1327.82,-10.89,-1.69,-12.61
729,Deutsche eMark,DEM,988005.925817,0.028677,34452903.9236,530.766,-3.73,11.18,-14.97
730,BiblePay,BBP,965301.819799,0.00241867,399104392.0,3082.87,0.52,12.53,-38.46
731,Blakecoin,BLC,960375.95551,0.0635056,15122697.1402,1702.67,-0.99,-2.03,36.33
732,Bit20,BTWTY,959618.096,944506.0,1.016,666.156,0.32,17.33,3.74
733,iTicoin,ITI,946825.6,29.5883,32000.0,575.341,-2.31,13.53,-17.10
734,Elcoin,EL,937760.113567,0.0836616,11208967.0,3912.18,0.57,9.37,5.36
735,Minereum,MNE,937183.60621,0.443801,2111720.35712,14179.3,-1.17,9.47,-11.01
736,FuelCoin,FC2,936604.736857,0.00921141,101678758.937,1168.52,1.95,12.53,-19.83
737,Bitstar,BITS,931278.91675,0.0403505,23079736.7257,574.201,-1.03,0.14,-8.35
738,Madcoin,MDC,928116.551334,0.510063,1819611.59961,9091.86,27.66,25.55,-2.36
739,Confido,CFD,926208.0,0.102912,9000000.0,1297.08,7.39,25.18,-6.48
740,Sovereign Hero,HERO,917585.385,192.245,4773.0,3183.4,-0.91,9.55,10.27
741,Bitcoin Red,BTCRED,911131.559293,0.0443373,20550000.999,8780.92,-2.92,14.05,12.81
742,MACRON,MCRN,905811.40486,0.00225651,401421400.685,642.05,0.87,-9.35,17.52
743,RouletteToken,RLT,873284.763847,0.0854717,10217238.7334,95390.6,-1.03,8.69,-10.31
744,Joulecoin,XJO,870466.445148,0.024888,34975347.3621,13280.7,-1.03,21.82,19.97
745,Shadow Token,SHDW,864808.0,0.123544,7000000.0,4154.85,-1.00,71.57,242.23
746,WavesGo,WGO,860082.270138,0.0904995,9503724.0,990.055,0.12,17.60,-6.59
747,Steneum Coin,STN,853894.312909,0.397654,2147329.87197,21437.9,-3.08,1.66,-26.90
748,Rimbit,RBT,843238.381505,0.00426781,197581050.118,6172.98,-1.32,7.33,27.48
749,GoldBlocks,GB,833605.570441,0.0543241,15345041.5274,1297.43,-1.49,11.41,-33.20
750,Opal,OPAL,828545.939385,0.0547064,15145320.0976,1236.94,-6.39,7.62,31.81
751,FUNCoin,FUNC,826001.001017,0.141231,5848581.4093,596.927,-0.30,17.70,-9.18
752,Kurrent,KURT,821122.564091,0.013381,61364813.1,829.942,-1.73,8.85,-16.62
753,Visio,VISIO,816591.865802,0.0160314,50937027.6958,880.887,-1.00,1.89,-18.48
754,WhaleCoin,WHL,812990.53682,0.124817,6513460.0,654.487,-0.53,2.23,4.70
755,Dashcoin,DSH,767421.626789,0.0436656,17574970.3838,2947.36,-0.92,44.07,33.10
756,MaxCoin,MAX,761927.982,0.0124,,552.692,0.44,12.45,11.30
757,iEthereum,IETH,761309.3286,0.0423373,17982000.0,5211.36,-0.74,2.55,8.58
758,Happycoin,HPC,760676.234031,0.0568342,13384128.4654,5104.62,-6.82,-10.22,-32.58
759,MojoCoin,MOJO,756303.020637,0.0621737,12164356.0,8749.95,0.37,15.22,-60.43
760,GlobalToken,GLT,742722.07072,0.0265531,27971200.0,1963.8,-6.70,8.73,-8.71
761,BTSR,BTSR,733974.279146,0.223482,3284265.7536,1490.82,-0.28,-1.51,-4.75
762,SagaCoin,SAGA,729978.075376,3.29132,221788.849269,129154.0,-1.20,10.74,-4.35
763,VoteCoin,VOT,724614.963612,0.0439837,16474625.0,8406.9,-0.99,77.71,192.09
764,Argentum,ARG,719087.024566,0.0803704,8947162.44495,5257.74,-1.07,13.84,68.67
765,DaxxCoin,DAXX,718280.654251,0.00141714,506852290.0,5390.89,-1.00,12.77,-4.85
766,Crystal Clear,CCT,716045.282498,0.139768,5123098.86739,6724.21,-0.30,24.58,-2.49
767,8Bit,8BIT,713834.459773,0.486316,1467840.78618,2261.02,-1.33,31.10,18.56
768,Sterlingcoin,SLG,713524.915835,0.168842,4225991.84939,531.675,-0.73,5.26,-6.67
769,808Coin,808,705654.938862,0.000177381,3978187849.1,11709.6,24.26,-11.15,0.63
770,Pakcoin,PAK,702781.39494,0.0145092,48436950.0,1684.38,-0.99,-0.32,2.40
771,AmsterdamCoin,AMS,697966.863735,0.0139032,50201886.1654,640.53,-0.99,18.54,30.86
772,Phoenixcoin,PXC,680576.838682,0.0106286,64032594.9497,1718.49,-0.99,6.95,6.53
773,AdCoin,ACC,678061.136467,0.120853,5610627.26178,2136.03,-1.01,12.37,-19.19
774,Newbium,NEWB,677730.0,0.0135546,50000000.0,990.073,-0.59,0.61,-29.78
775,Sugar Exchange,SGR,676998.0,0.193428,3500000.0,4935.44,-1.05,28.13,4.05
776,DigitalDevelo...,DDF,674306.237408,0.131744,5118307.0,2697.71,-0.95,5.45,26.79
777,Cashcoin,CASH,671410.238467,0.0140828,47675905.2508,1407.46,-0.99,13.57,10.92
778,PayCoin,XPY,670447.327186,0.0565522,11855371.2709,1948.14,-1.52,8.99,23.46
779,SecureCoin,SRC,667793.349213,0.0789497,8458465.95,1851.71,-1.00,14.16,42.83
780,HiCoin,XHI,655606.288836,0.00345547,189729990.084,34156.9,-0.62,3.49,2.65
781,LiteBar,LTB,642557.227924,0.739836,868513.059548,1131.32,-0.99,17.78,19.69
782,Crypto,CTO,639620.131387,0.0491571,13011754.79,9921.75,-1.03,104.16,593.78
783,Coin(O),CNO,633659.164743,0.00602285,105209189.129,1538.45,-1.00,18.99,-3.03
784,Senderon,SDRN,610751.849464,0.0139943,43642901.0,964.346,-0.99,2.35,-8.84
785,SuperCoin,SUPER,597144.194779,0.012437,48013523.742,828.584,-0.99,9.11,-35.04
786,BritCoin,BRIT,564659.339419,0.0265496,21268092.1528,608.758,4.95,71.38,11.82
787,Garlicoin,GRLC,557887.235002,0.27141,2055514.66417,20620.9,-8.77,-3.19,-67.58
788,Fujinto,NTO,552344.43275,0.00839398,65802448.0342,2709.18,-1.01,17.81,-1.32
789,RedCoin,RED,544798.268812,0.00735142,74107896.0,2682.33,-0.59,22.28,16.97
790,Prime-XI,PXI,536465.939462,0.0283455,18925964.949,3231.25,-2.73,-8.40,43.11
791,Ethereum Dark,ETHD,535138.5,0.356759,1500000.0,28091.8,-0.77,9.04,7.90
792,Chronos,CRX,534772.261339,0.00725312,73729961.9115,721.004,-0.50,26.55,13.96
793,Pascal Lite,PASL,527104.5497,0.104957,5022100.0,3367.04,9.26,-21.83,
794,Gapcoin,GAP,520810.587115,0.0417171,12484343.0419,3445.61,3.86,26.46,15.77
795,GoldReserve,XGR,509498.945655,0.0296714,17171382.06,761.668,-0.99,27.83,6.05
796,SONO,ALTCOM,497161.492912,2.38248,,4893.79,161.38,236.67,127.44
797,C-Bit,XCT,496075.425024,0.00314717,157625875.0,1537.5,5.39,-15.87,-10.13
798,Philosopher S...,PHS,486885.519094,0.0809541,6014340.46076,814.87,-1.00,19.95,46.52
799,Pioneer Coin,PCOIN,486384.550648,0.23808,2042945.86126,5400.91,-7.14,-1.93,-24.97
800,KushCoin,KUSH,485379.637766,0.0884977,5484658.22011,1886.01,-7.76,1.06,-10.31
801,RevolverCoin,XRE,482484.401653,0.0214342,22510026.1103,1010.25,-1.00,19.67,-15.99
802,TajCoin,TAJ,473313.278301,0.0577113,8201396.92401,103349.0,-0.52,23.13,225.68
803,CannaCoin,CCN,469681.447115,0.0999084,4701120.6977,2714.27,-0.99,35.29,48.14
804,ChanCoin,CHAN,464641.920253,0.0640213,7257614.57909,1444.65,-0.92,-14.99,-19.89
805,AllSafe,ASAFE2,464346.663922,0.0566255,8200310.1769,1253.27,-0.60,4.55,5.00
806,Atomic Coin,ATOM,463625.625053,0.0332339,13950382.7433,15221.2,-1.01,4.14,-55.40
807,Evil Coin,EVIL,452140.02557,0.0215096,21020382.7858,4739.1,-2.14,-2.87,-6.57
808,Sativacoin,STV,452050.057918,0.0637664,7089157.58014,676.099,-1.00,-1.69,-20.01
809,TEKcoin,TEK,449748.537618,0.000318056,1414054561.52,9080.09,-0.95,-1.42,13.77
810,bitBTC,BITBTC,448812.00372,10190.8,44.0409,3868.61,-7.51,10.12,
811,Bitcoin Fast,BCF,431490.924891,0.0752856,5731387.20939,1948.06,-1.03,10.71,1.16
812,DigiCube,CUBE,430302.668643,0.000177143,2429126009.17,2364.13,-1.03,8.53,-15.22
813,Onix,ONX,427636.421039,0.0155885,27432814.0,6669.47,-0.99,10.36,-9.75
814,Bitgem,BTG,425843.288057,7.08747,60083.963397,2742.41,-0.99,3.71,0.69
815,BERNcash,BERN,425808.019504,0.00597757,71234300.8119,1293.28,5.52,18.05,-3.34
816,Dix Asset,DIX,417964.0,4.17964e-06,1e+11,2111.07,-11.06,13.32,16.52
817,PostCoin,POST,417793.111861,0.0263289,15868232.6972,3422.46,-2.55,15.55,-8.80
818,Ccore,CCO,416108.4,0.346757,1200000.0,819.284,-0.99,-11.70,-29.97
819,Bolivarcoin,BOLI,414842.937383,0.0457325,9071074.9988,1607.23,-16.11,5.41,-6.27
820,ChessCoin,CHESS,406788.940765,0.00752856,54032768.6523,755.127,-1.00,9.33,1.63
821,SoonCoin,SOON,405106.186934,0.0325057,12462620.0,2429.9,-2.99,13.49,0.60
822,SpaceCoin,SPACE,395149.859608,0.0183416,21543914.3591,1263.38,4.40,4.12,-10.19
823,Coin2.1,C2,395029.497123,0.00504856,78245974.52,539.747,-0.99,31.63,-7.17
824,Zlancer,ZCG,393805.72794,0.196156,2007615.0,1927.62,-1.08,2.16,-38.22
825,AquariusCoin,ARCO,390238.226571,0.246372,1583939.02948,1001.26,-1.03,-13.41,35.75
826,OctoCoin,888,389685.652716,0.00743999,52377174.2591,5174.87,-1.00,-5.82,-44.43
827,EOT Token,EOT,385402.848652,0.0189063,20384890.1505,8559.59,-1.01,-1.23,-12.56
828,Xios,XIOS,378671.905751,0.176152,2149688.36999,1390.06,-0.99,15.41,-10.08
829,Helleniccoin,HNC,377769.528133,0.00579878,65146380.4685,1522.42,0.46,-6.56,-13.02
830,Litecoin Plus,LCP,371998.452124,0.371999,999998.52721,3210.19,-1.09,17.42,-8.97
831,Eurocoin,EUC,368234.030369,0.0296567,12416554.4504,3216.99,-0.83,15.28,22.23
832,GameUnits,UNITS,357314.332775,0.102884,3472982.5121,1312.02,-1.00,22.38,3.45
833,LeaCoin,LEA,354304.69446,0.00106286,333350294.922,2876.83,-8.11,11.42,-6.83
834,bitGold,BITGOLD,348856.98,1796.75,194.16,2498.73,0.23,3.93,
835,GlobalBoost-Y,BSTY,332246.361524,0.0242917,13677361.466,3279.02,-5.52,3.28,-7.70
836,BumbaCoin,BUMBA,329173.54577,0.0145317,22652101.6653,701.584,-1.00,0.45,-1.69
837,Freicoin,FRC,320271.246183,0.0106286,30132966.3533,8070.73,-0.99,39.42,51.94
838,Kayicoin,KAYI,312797.35189,0.00110006,284345719.224,3570.02,-0.94,31.16,-9.35
839,SixEleven,611,308981.620188,0.706129,437571.067309,5066.06,-4.42,-2.83,-5.80
840,PoSToken,POS,305303.531273,0.325963,936620.20313,3129.21,-21.43,-28.98,-40.10
841,LiteBitcoin,LBTC,295243.488888,0.0102018,28940332.9695,8306.92,-0.99,1.47,-6.88
842,YENTEN,YTN,290252.558436,0.0841427,3449527.51024,1207.36,-1.03,4.94,-32.87
843,BitCoal,COAL,288529.2,0.0641176,4500000.0,696.017,-1.59,2.59,6.30
844,Independent M...,IMS,285409.288673,0.0531594,5368933.59731,4110.49,-0.99,-6.64,-6.56
845,ParallelCoin,DUO,284391.2098,0.905524,314062.586745,3098.44,-5.14,7.76,-23.23
846,BriaCoin,BRIA,284256.553798,0.4157,683802.150104,1305.46,10.25,3.95,-0.21
847,Mao Zedong,MAO,281901.668522,0.0451714,6240711.3466,566.189,-1.03,7.50,4.40
